,id,probe_insertion,x,y,z,depth,theta,phi,roll,provenance,probe_name,coordinate_system,datetime,json,subject,start_time,number,lab,task_protocol
48,c7a9f89c-2c1d-4302-94b8-effcbe4a85b3,76999963-9a37-49f7-9cc1-c5aa1e6faba0,952.3,-664.1,-169.0,6314.7,17.0,0.0,0.0,Micro-manipulator,probe00,Needles-Allen,2020-06-09T07:59:14.315700,,KS020,2020-02-05T15:49:59.745000,1.0,cortexlab,_iblrig_tasks_ephysChoiceWorld6.2.5
111,8435e122-c0a4-4bea-a322-e08e8038478f,ae47844e-636f-4f8e-aff8-c6fe8213675b,504.3,-2250.9,932.2,5446.7,17.0,0.0,0.0,Micro-manipulator,probe00,Needles-Allen,2020-06-09T07:59:14.315700,,KS020,2020-02-10T15:07:13.472000,1.0,cortexlab,_iblrig_tasks_ephysChoiceWorld6.2.5
1161,c7a9f89c-2c1d-4302-94b8-effcbe4a85b3,76999963-9a37-49f7-9cc1-c5aa1e6faba0,532.442426553521,-706.878697112569,-143.0,6678.41937386626,11.050344610679,40.8986653258614,0.0,Ephys aligned histology track,probe00,IBL-Allen,2020-06-19T08:47:47.105568,"{'2020-06-18T18:21:17_Karolina_Socha': [[-1.0004255136260094, 0.0008004042553191489, 0.001434340425531915, 0.0032072127659574464, 1.007556325667878], [-1.0441543600737748, 0.0008165212765957447, 0.0015847659574468082, 0.0033576382978723397, 1.0516496863428604]], '2020-06-19T08:47:51_Karolina_Socha': [[-1.0004255136260094, 0.0008004042553191489, 0.001434340425531915, 0.0032072127659574464, 1.007556325667878], [-1.0441543600737748, 0.0008165212765957447, 0.0015847659574468082, 0.0033576382978723397, 1.0516496863428604]]}",KS020,2020-02-05T15:49:59.745000,1.0,cortexlab,_iblrig_tasks_ephysChoiceWorld6.2.5
45,8435e122-c0a4-4bea-a322-e08e8038478f,826733f9-5634-422e-ad96-c28cb61b4df3,-2258.0,-2496.5,-506.9,4001.8,15.0,180.0,0.0,Micro-manipulator,probe01,Needles-Allen,2020-06-09T07:59:14.315700,,KS020,2020-02-10T15:07:13.472000,1.0,cortexlab,_iblrig_tasks_ephysChoiceWorld6.2.5
1000,8435e122-c0a4-4bea-a322-e08e8038478f,826733f9-5634-422e-ad96-c28cb61b4df3,-2371.70934548309,-2356.28207206268,-143.0,4220.66353081855,16.5133893279121,147.511561689245,0.0,Histology track,probe01,IBL-Allen,2020-06-09T07:59:14.315700,,KS020,2020-02-10T15:07:13.472000,1.0,cortexlab,_iblrig_tasks_ephysChoiceWorld6.2.5
942,8435e122-c0a4-4bea-a322-e08e8038478f,ae47844e-636f-4f8e-aff8-c6fe8213675b,491.349871724156,-2004.25899882279,132.0,6225.74295206324,15.015603989394,28.8409248793292,0.0,Histology track,probe00,IBL-Allen,2020-06-09T07:59:14.315700,,KS020,2020-02-10T15:07:13.472000,1.0,cortexlab,_iblrig_tasks_ephysChoiceWorld6.2.5
941,c7a9f89c-2c1d-4302-94b8-effcbe4a85b3,5e523a84-1045-4f79-9998-d860096eb329,-2477.71751793629,642.129347176981,-968.0,4378.54325975379,18.3327778036658,142.993410322844,0.0,Histology track,probe01,IBL-Allen,2020-06-09T07:59:14.315700,,KS020,2020-02-05T15:49:59.745000,1.0,cortexlab,_iblrig_tasks_ephysChoiceWorld6.2.5
547,572a95d1-39ca-42e1-8424-5c9ffcb2df87,ae252f7b-0224-4925-8174-7b25c2385bb7,-2243.0,-2000.0,-169.0,4000.0,15.0,180.0,0.0,Planned,probe01,,2020-06-09T07:59:14.315700,,KS020,2020-02-07T15:54:19.001000,1.0,cortexlab,_iblrig_tasks_ephysChoiceWorld6.2.5
553,c7a9f89c-2c1d-4302-94b8-effcbe4a85b3,76999963-9a37-49f7-9cc1-c5aa1e6faba0,978.0,-750.0,-170.0,6643.0,17.0,0.0,0.0,Planned,probe00,,2020-06-09T07:59:14.315700,,KS020,2020-02-05T15:49:59.745000,1.0,cortexlab,_iblrig_tasks_ephysChoiceWorld6.2.5
1169,c7a9f89c-2c1d-4302-94b8-effcbe4a85b3,5e523a84-1045-4f79-9998-d860096eb329,-2479.71170983028,654.947430118289,-943.0,4314.85285303298,18.3533427737015,142.297955199178,0.0,Ephys aligned histology track,probe01,IBL-Allen,2020-06-19T09:20:10.273743,"{'2020-06-19T09:20:14_Karolina_Socha': [[-1.0022400144393007, 0.0005317872340425518, 0.0025141808510638296, 0.0026055106382978726, 0.0032018404255319145, 1.0057188509260173], [-1.145381882813452, 0.00047806382978721196, 0.0027124739361702116, 0.0028837978723404256, 0.003524180851063827, 1.1490980705273213]]}",KS020,2020-02-05T15:49:59.745000,1.0,cortexlab,_iblrig_tasks_ephysChoiceWorld6.2.5
556,572a95d1-39ca-42e1-8424-5c9ffcb2df87,465edf04-1804-4529-9fd9-aed61dd88253,493.0,-1750.0,21.0,6272.0,17.0,0.0,0.0,Planned,probe00,,2020-06-09T07:59:14.315700,,KS020,2020-02-07T15:54:19.001000,1.0,cortexlab,_iblrig_tasks_ephysChoiceWorld6.2.5
557,8435e122-c0a4-4bea-a322-e08e8038478f,ae47844e-636f-4f8e-aff8-c6fe8213675b,493.0,-2250.0,69.0,6272.0,17.0,0.0,0.0,Planned,probe00,,2020-06-09T07:59:14.315700,,KS020,2020-02-10T15:07:13.472000,1.0,cortexlab,_iblrig_tasks_ephysChoiceWorld6.2.5
555,c7b0e1a3-4d4d-4a76-9339-e73d0ed5425b,a1b87882-4a77-403f-9f48-4615e7662d56,493.0,-1250.0,-27.0,6251.0,17.0,0.0,0.0,Planned,probe00,,2020-06-09T07:59:14.315700,,KS020,2020-02-06T13:41:02.064000,1.0,cortexlab,_iblrig_tasks_ephysChoiceWorld6.2.5
214,c7b0e1a3-4d4d-4a76-9339-e73d0ed5425b,a1b87882-4a77-403f-9f48-4615e7662d56,593.6,-1481.2,-160.6,6251.0,17.0,0.0,0.0,Micro-manipulator,probe00,Needles-Allen,2020-06-09T07:59:14.315700,,KS020,2020-02-06T13:41:02.064000,1.0,cortexlab,_iblrig_tasks_ephysChoiceWorld6.2.5
213,572a95d1-39ca-42e1-8424-5c9ffcb2df87,465edf04-1804-4529-9fd9-aed61dd88253,486.9,-1796.8,1077.6,5712.6,17.0,0.0,0.0,Micro-manipulator,probe00,Needles-Allen,2020-06-09T07:59:14.315700,,KS020,2020-02-07T15:54:19.001000,1.0,cortexlab,_iblrig_tasks_ephysChoiceWorld6.2.5
558,c7a9f89c-2c1d-4302-94b8-effcbe4a85b3,5e523a84-1045-4f79-9998-d860096eb329,-2230.0,500.0,-789.0,4000.0,15.0,180.0,0.0,Planned,probe01,,2020-06-09T07:59:14.315700,,KS020,2020-02-05T15:49:59.745000,1.0,cortexlab,_iblrig_tasks_ephysChoiceWorld6.2.5
559,8435e122-c0a4-4bea-a322-e08e8038478f,826733f9-5634-422e-ad96-c28cb61b4df3,-2243.0,-2500.0,-122.0,4000.0,15.0,180.0,0.0,Planned,probe01,,2020-06-09T07:59:14.315700,,KS020,2020-02-10T15:07:13.472000,1.0,cortexlab,_iblrig_tasks_ephysChoiceWorld6.2.5
211,c7a9f89c-2c1d-4302-94b8-effcbe4a85b3,5e523a84-1045-4f79-9998-d860096eb329,-2265.0,526.7,-687.6,4108.8,15.0,180.0,0.0,Micro-manipulator,probe01,Needles-Allen,2020-06-09T07:59:14.315700,,KS020,2020-02-05T15:49:59.745000,1.0,cortexlab,_iblrig_tasks_ephysChoiceWorld6.2.5
1121,8435e122-c0a4-4bea-a322-e08e8038478f,ae47844e-636f-4f8e-aff8-c6fe8213675b,323.275495009859,-1991.87901919278,56.9999999999998,5933.99024453413,13.5680565907987,34.1146659679967,0.0,Ephys aligned histology track,probe00,IBL-Allen,2020-06-15T16:41:31.932734,"{'2020-06-15T16:41:31_guido': [[-0.0004011612281512337, 0.0006231648616125139, 0.0022595836341756906, 0.006656676232359946], [-0.0004172045494508721, 0.0006071215403128756, 0.00227562695547533, 0.006672719553659586]]}",KS020,2020-02-10T15:07:13.472000,1.0,cortexlab,_iblrig_tasks_ephysChoiceWorld6.2.5
215,572a95d1-39ca-42e1-8424-5c9ffcb2df87,ae252f7b-0224-4925-8174-7b25c2385bb7,-2282.1,-1836.4,-763.0,3802.6,15.0,180.0,0.0,Micro-manipulator,probe01,Needles-Allen,2020-06-09T07:59:14.315700,,KS020,2020-02-07T15:54:19.001000,1.0,cortexlab,_iblrig_tasks_ephysChoiceWorld6.2.5
1131,d6d829f9-a5b9-4ea5-a916-c7d2aadeccba,cf4f855f-0d61-4cbb-aa3f-145e90caae74,-1162.32619588849,-3953.11052273904,-118.0,5266.20269233934,1.63598590401268,-36.8089719924587,0.0,Ephys aligned histology track,probe00,IBL-Allen,2020-06-18T14:57:24.362374,"{'2020-06-18T14:57:25_Karolina_Socha': [[-1.0014503796993126, 0.0009615744680851058, 0.0025786489361702123, 0.0037498191489361704, 1.005784535748801], [-1.0914713435368415, 0.0010367872340425533, 0.0026860957446808516, 0.004088276595744682, 1.0961056633928719]]}",KS022,2019-12-08T21:58:57.512000,1.0,cortexlab,_iblrig_tasks_ephysChoiceWorld6.1.3
161,a3df91c8-52a6-4afa-957b-3479a7d0897c,effbd946-94fc-4d2a-bdb0-4ec7c20e275e,-555.0,-3400.0,0.0,4701.0,5.0,180.0,0.0,Micro-manipulator,probe01,Needles-Allen,2020-06-09T07:59:14.315700,,KS022,2019-12-10T14:40:57.879000,1.0,cortexlab,_iblrig_tasks_ephysChoiceWorld6.1.3
1160,15f742e1-1043-45c9-9504-f1e8a53c1744,3675290c-8134-4598-b924-83edb7940269,-806.2216421343,-3924.32903109054,-193.0,4646.26711704744,3.06182675831989,-14.3391598780782,0.0,Ephys aligned histology track,probe00,IBL-Allen,2020-06-18T15:45:23.619019,"{'2020-06-18T15:45:24_Karolina_Socha': [[-1.0020751952683706, 0.0005640212765957442, 0.002422851063829787, 0.0035026914893617023, 1.0053232487753452], [-0.9667529989922974, 0.0005586489361702122, 0.0022330112293779776, 0.003416734042553191, 0.9698516346836112]]}",KS022,2019-12-09T19:35:09.979000,1.0,cortexlab,_iblrig_tasks_ephysChoiceWorld6.1.3
1145,a3df91c8-52a6-4afa-957b-3479a7d0897c,6dbc3655-fbc8-4010-9bce-a7cce521a230,532.280697534121,-3735.37911516548,-143.0,6109.92999964939,0.514981852290115,72.3095085464594,0.0,Ephys aligned histology track,probe00,IBL-Allen,2020-06-18T15:14:57.006617,"{'2020-06-18T15:14:58_Karolina_Socha': [[-0.0008013517824374218, 0.0008648723404255311, 0.0029278510638297865, 0.0064601235971726775], [-0.001032362420735294, 0.0006338617021276589, 0.002841893617021276, 0.006374166150364167]]}",KS022,2019-12-10T14:40:57.879000,1.0,cortexlab,_iblrig_tasks_ephysChoiceWorld6.1.3
835,d6d829f9-a5b9-4ea5-a916-c7d2aadeccba,6f9b1f0f-4dd5-4c01-88fe-887c68bf169b,-2597.64437738226,-2342.34530612863,-193.0,5583.54344856349,3.45471181822657,133.675997529872,0.0,Histology track,probe01,IBL-Allen,2020-06-09T07:59:14.315700,,KS022,2019-12-08T21:58:57.512000,1.0,cortexlab,_iblrig_tasks_ephysChoiceWorld6.1.3
1156,a3df91c8-52a6-4afa-957b-3479a7d0897c,effbd946-94fc-4d2a-bdb0-4ec7c20e275e,-696.960559895104,-3533.07386939152,7.00000000000006,5293.6569770512,4.12934386494816,113.312213211938,0.0,Ephys aligned histology track,probe01,IBL-Allen,2020-06-18T15:23:03.565936,"{'2020-06-18T15:23:04_Karolina_Socha': [[-1.0019786035651705, 0.0007789148936170209, 0.002637744680851063, 0.003271680851063829, 0.003508063829787234, 0.0038142872340425527, 1.005333169065931], [-1.179709588030688, 0.0005113420305407068, 0.002637744680851065, 0.003368382978723404, 0.0036423723404255324, 0.004166008204007781, 1.1827921349861137]]}",KS022,2019-12-10T14:40:57.879000,1.0,cortexlab,_iblrig_tasks_ephysChoiceWorld6.1.3
276,d6d829f9-a5b9-4ea5-a916-c7d2aadeccba,cf4f855f-0d61-4cbb-aa3f-145e90caae74,-660.0,-3816.0,0.0,5003.0,5.0,0.0,0.0,Micro-manipulator,probe00,Needles-Allen,2020-06-09T07:59:14.315700,,KS022,2019-12-08T21:58:57.512000,1.0,cortexlab,_iblrig_tasks_ephysChoiceWorld6.1.3
1109,d6d829f9-a5b9-4ea5-a916-c7d2aadeccba,6f9b1f0f-4dd5-4c01-88fe-887c68bf169b,-2734.14569725064,-2388.07339315392,-243.0,5352.46787854289,4.82364753556247,155.957409553308,0.0,Ephys aligned histology track,probe01,IBL-Allen,2020-06-18T15:05:14.059379,"{'2020-06-18T15:05:15_Karolina_Socha': [[-1.0009257402697007, 3.753191489361666e-05, 0.0007789148936170209, 0.0012677978723404256, 0.0017781702127659573, 0.0020736489361702125, 0.002825776595744681, 1.0060068539395213], [-1.01033176428301, 1.0119567081523506e-05, 0.0007437513872112778, 0.0013107765957446338, 0.0018157765957446802, 0.002111255319148935, 0.0027935425531914887, 1.0154409535598699]]}",KS022,2019-12-08T21:58:57.512000,1.0,cortexlab,_iblrig_tasks_ephysChoiceWorld6.1.3
198,a3df91c8-52a6-4afa-957b-3479a7d0897c,6dbc3655-fbc8-4010-9bce-a7cce521a230,783.0,-3488.0,0.0,5301.0,5.0,0.0,0.0,Micro-manipulator,probe00,Needles-Allen,2020-06-09T07:59:14.315700,,KS022,2019-12-10T14:40:57.879000,1.0,cortexlab,_iblrig_tasks_ephysChoiceWorld6.1.3
275,d6d829f9-a5b9-4ea5-a916-c7d2aadeccba,6f9b1f0f-4dd5-4c01-88fe-887c68bf169b,-2305.0,-2206.0,0.0,5001.0,5.0,180.0,0.0,Micro-manipulator,probe01,Needles-Allen,2020-06-09T07:59:14.315700,,KS022,2019-12-08T21:58:57.512000,1.0,cortexlab,_iblrig_tasks_ephysChoiceWorld6.1.3
1158,15f742e1-1043-45c9-9504-f1e8a53c1744,82765a73-2a03-42ca-ba98-194247caa62e,-2444.88078951234,-2320.80785701003,-143.0,4612.58474559621,5.17392116208722,130.151796508921,0.0,Ephys aligned histology track,probe01,IBL-Allen,2020-06-18T15:34:40.275877,"{'2020-06-18T15:34:41_Karolina_Socha': [[-1.0012514634767948, 0.00038673404255319135, 0.0010851382978723418, 0.0023798723404255323, 0.0024926914893617018, 0.0030514148936170208, 0.0031696063829787227, 1.0053914440697775], [-0.9178930875686953, 0.0005765242983994945, 0.0010905106382979035, 0.002369127659574467, 0.0024472629787234026, 0.002911734042553189, 0.00313737234042553, 0.9220261230979613]]}",KS022,2019-12-09T19:35:09.979000,1.0,cortexlab,_iblrig_tasks_ephysChoiceWorld6.1.3
76,15f742e1-1043-45c9-9504-f1e8a53c1744,82765a73-2a03-42ca-ba98-194247caa62e,-2255.0,-2230.0,0.0,4905.0,5.0,180.0,0.0,Micro-manipulator,probe01,Needles-Allen,2020-06-09T07:59:14.315700,,KS022,2019-12-09T19:35:09.979000,1.0,cortexlab,_iblrig_tasks_ephysChoiceWorld6.1.3
595,15f742e1-1043-45c9-9504-f1e8a53c1744,82765a73-2a03-42ca-ba98-194247caa62e,-2243.0,-2500.0,-22.0,4000.0,15.0,180.0,0.0,Planned,probe01,,2020-06-09T07:59:14.315700,,KS022,2019-12-09T19:35:09.979000,1.0,cortexlab,_iblrig_tasks_ephysChoiceWorld6.1.3
781,d6d829f9-a5b9-4ea5-a916-c7d2aadeccba,cf4f855f-0d61-4cbb-aa3f-145e90caae74,-1089.03182836123,-3955.85487428831,-118.0,5477.61108941883,2.53180611509777,-24.0590947741994,0.0,Histology track,probe00,IBL-Allen,2020-06-09T07:59:14.315700,,KS022,2019-12-08T21:58:57.512000,1.0,cortexlab,_iblrig_tasks_ephysChoiceWorld6.1.3
597,a3df91c8-52a6-4afa-957b-3479a7d0897c,effbd946-94fc-4d2a-bdb0-4ec7c20e275e,-800.0,-3500.0,44.0,4000.0,15.0,180.0,0.0,Planned,probe01,,2020-06-09T07:59:14.315700,,KS022,2019-12-10T14:40:57.879000,1.0,cortexlab,_iblrig_tasks_ephysChoiceWorld6.1.3
596,a3df91c8-52a6-4afa-957b-3479a7d0897c,6dbc3655-fbc8-4010-9bce-a7cce521a230,-800.0,-3500.0,44.0,4000.0,15.0,180.0,0.0,Planned,probe00,,2020-06-09T07:59:14.315700,,KS022,2019-12-10T14:40:57.879000,1.0,cortexlab,_iblrig_tasks_ephysChoiceWorld6.1.3
594,15f742e1-1043-45c9-9504-f1e8a53c1744,3675290c-8134-4598-b924-83edb7940269,-1300.0,-3750.0,-51.0,5050.0,10.0,0.0,0.0,Planned,probe00,,2020-06-09T07:59:14.315700,,KS022,2019-12-09T19:35:09.979000,1.0,cortexlab,_iblrig_tasks_ephysChoiceWorld6.1.3
593,d6d829f9-a5b9-4ea5-a916-c7d2aadeccba,cf4f855f-0d61-4cbb-aa3f-145e90caae74,-800.0,-3750.0,-51.0,5534.0,10.0,0.0,0.0,Planned,probe00,,2020-06-09T07:59:14.315700,,KS022,2019-12-08T21:58:57.512000,1.0,cortexlab,_iblrig_tasks_ephysChoiceWorld6.1.3
592,d6d829f9-a5b9-4ea5-a916-c7d2aadeccba,6f9b1f0f-4dd5-4c01-88fe-887c68bf169b,-1821.0,-2750.0,-27.0,6622.0,10.0,180.0,0.0,Planned,probe01,,2020-06-09T07:59:14.315700,,KS022,2019-12-08T21:58:57.512000,1.0,cortexlab,_iblrig_tasks_ephysChoiceWorld6.1.3
782,a3df91c8-52a6-4afa-957b-3479a7d0897c,6dbc3655-fbc8-4010-9bce-a7cce521a230,675.940070915486,-3618.10753229175,-18.0000000000002,6227.8978572744,2.75848514630209,44.4871150701697,0.0,Histology track,probe00,IBL-Allen,2020-06-09T07:59:14.315700,,KS022,2019-12-10T14:40:57.879000,1.0,cortexlab,_iblrig_tasks_ephysChoiceWorld6.1.3
836,a3df91c8-52a6-4afa-957b-3479a7d0897c,effbd946-94fc-4d2a-bdb0-4ec7c20e275e,-611.360536094973,-3540.88482251115,-43.0000000000001,5059.76702235078,3.76684791226755,93.6837782422024,0.0,Histology track,probe01,IBL-Allen,2020-06-09T07:59:14.315700,,KS022,2019-12-10T14:40:57.879000,1.0,cortexlab,_iblrig_tasks_ephysChoiceWorld6.1.3
943,15f742e1-1043-45c9-9504-f1e8a53c1744,3675290c-8134-4598-b924-83edb7940269,-751.351736886982,-3890.40224202583,-193.0,4878.55879681229,3.71479448830392,-1.75265480404029,0.0,Histology track,probe00,IBL-Allen,2020-06-09T07:59:14.315700,,KS022,2019-12-09T19:35:09.979000,1.0,cortexlab,_iblrig_tasks_ephysChoiceWorld6.1.3
108,15f742e1-1043-45c9-9504-f1e8a53c1744,3675290c-8134-4598-b924-83edb7940269,-1041.0,-3888.0,0.0,4809.0,5.0,0.0,0.0,Micro-manipulator,probe00,Needles-Allen,2020-06-09T07:59:14.315700,,KS022,2019-12-09T19:35:09.979000,1.0,cortexlab,_iblrig_tasks_ephysChoiceWorld6.1.3
1001,15f742e1-1043-45c9-9504-f1e8a53c1744,82765a73-2a03-42ca-ba98-194247caa62e,-2345.60575133253,-2343.86364363593,-118.0,5058.39509309404,3.74686849794074,119.607919295963,0.0,Histology track,probe01,IBL-Allen,2020-06-09T07:59:14.315700,,KS022,2019-12-09T19:35:09.979000,1.0,cortexlab,_iblrig_tasks_ephysChoiceWorld6.1.3
1153,aad23144-0e52-4eac-80c5-c4ee2decb198,45e7731f-4a43-45d5-9029-c080150bc596,959.200570468837,1858.82293774433,-943.0,4259.26770036863,16.028762110353,37.9618905224474,0.0,Ephys aligned histology track,probe00,IBL-Allen,2020-06-18T16:48:51.254926,"{'2020-06-18T16:48:52_Karolina_Socha': [[-1.0014451658463117, 0.00020944680851063798, 0.0015256702127659577, 0.0017781702127659573, 0.003567159574468085, 1.0055918603659961], [-1.1248078777329742, 0.00012625719148928738, 0.0014988085106382987, 0.0017942872340425552, 0.0038831010464644043, 1.1291401855305712]]}",KS023,2019-12-10T16:44:12.945000,1.0,cortexlab,_iblrig_tasks_ephysChoiceWorld6.1.3
784,aad23144-0e52-4eac-80c5-c4ee2decb198,45e7731f-4a43-45d5-9029-c080150bc596,956.831244319103,1856.23973169811,-943.0,4370.07055181777,15.8658025168783,37.5290112237163,0.0,Histology track,probe00,IBL-Allen,2020-06-09T07:59:14.315700,,KS023,2019-12-10T16:44:12.945000,1.0,cortexlab,_iblrig_tasks_ephysChoiceWorld6.1.3
783,cc45c568-c3b9-4f74-836e-c87762e898c8,aab5be05-5c1c-4c08-9739-1274bc3bcf4f,-776.962169772517,-2312.86364160718,157.0,6112.23952866704,9.59671568598521,11.4231190788246,0.0,Histology track,probe00,IBL-Allen,2020-06-09T07:59:14.315700,,KS023,2019-12-07T14:15:46.688000,1.0,cortexlab,_iblrig_tasks_ephysChoiceWorld6.1.3
46,cc45c568-c3b9-4f74-836e-c87762e898c8,6a22a5b4-79ec-4b3c-b023-1ec7b4a2b675,-578.9,1375.0,0.0,4001.0,15.0,180.0,0.0,Micro-manipulator,probe01,Needles-Allen,2020-06-09T07:59:14.315700,,KS023,2019-12-07T14:15:46.688000,1.0,cortexlab,_iblrig_tasks_ephysChoiceWorld6.1.3
1159,c6d5cea7-e1c4-48e1-8898-78e039fabf2b,aae65ecf-6904-4102-8efc-51dc0f0698a4,-2696.85975624337,-1635.38919848804,-318.0,4680.70001625233,6.75305422038027,99.2688787604413,0.0,Ephys aligned histology track,probe01,IBL-Allen,2020-06-18T16:04:17.671100,"{'2020-06-18T16:04:18_Karolina_Socha': [[-1.001838604570801, 0.00022556382978723263, 0.0007520531914893612, 0.0010099255319148928, 0.0010367872340425527, 0.0019339680851063832, 0.0022294468085106377, 0.0023046595744680843, 1.0053270004961792], [-1.0061003795788341, 0.0001139971438903764, 0.0006768404255318439, 0.0010050739558277017, 0.0010634265834358544, 0.0019275603481624644, 0.002121999999999999, 0.002250936170212765, 1.0094970166439912]]}",KS023,2019-12-11T12:41:14.326000,1.0,cortexlab,_iblrig_tasks_ephysChoiceWorld6.1.3
1148,cc45c568-c3b9-4f74-836e-c87762e898c8,aab5be05-5c1c-4c08-9739-1274bc3bcf4f,-687.064534139737,-2305.92155396595,157.0,5915.46367927466,10.8287104195559,10.6393017883694,0.0,Ephys aligned histology track,probe00,IBL-Allen,2020-06-18T18:04:17.049192,"{'2020-06-18T18:04:18_Karolina_Socha': [[-1.0004752200055416, 0.0003007765957446809, 0.000601627659574468, 0.0007466808510638307, 0.0012516808510638301, 0.0014235957446808525, 0.0014880638297872452, 0.0019339680851063828, 0.003615510638297871, 1.0061553434328085], [-0.9803066127514035, 0.00029003191489362923, 0.0007090744680851054, 0.0009110143890159539, 0.0013199427289009244, 0.0014686758706647749, 0.0015794510752076547, 0.002014639378768915, 0.003615510638297877, 0.9860663754429955]], '2020-06-14T01:37:26_nate': [[-1.0004752200055416, 0.00039625196850393967, 0.0005871181102362225, 0.0009052283464566954, 0.0014857795275590574, 0.001986803149606302, 1.0061553434328085], [-0.981864207968993, -0.00010481193110534193, 9.404724409445286e-05, 0.0002950478712284893, 0.0009052283464566962, 0.0014698740157480354, 0.9863960052299298]]}",KS023,2019-12-07T14:15:46.688000,1.0,cortexlab,_iblrig_tasks_ephysChoiceWorld6.1.3
1178,a92c4b1d-46bd-457e-a1f4-414265f0e2d4,f44d2056-644c-4769-a189-7efe67b0269d,-562.967421518556,-2495.84884340321,157.0,5629.13540904591,11.3414810901154,10.6183317235491,0.0,Ephys aligned histology track,probe00,IBL-Allen,2020-06-28T21:58:06.272401,"{'2020-06-28T21:58:06_nate': [[-1.0006768100720127, 0.0005632598425196856, 0.001112000000000001, 0.003155858267716536, 0.003466015748031496, 1.0058447494046747], [-1.0378714635074942, 0.0005632598425195923, 0.001065954288964255, 0.003249790818600505, 0.0035296377952755897, 1.0431329968041834]], '2020-06-18T17:53:01_Karolina_Socha': [[-1.0006768100720127, 0.0003759893617021272, 0.000596255319148938, 0.0010797659574468084, 0.001246308510638298, 0.0017083297872340427, 0.003169606382978724, 0.0034435957446808507, 0.0034973191489361707, 1.0058447494046747], [-1.0171870656279909, 0.0003997218459348417, 0.0005640212765957453, 0.001083673114119922, 0.0012785425531914888, 0.0017528368978786228, 0.0032435374628037228, 0.0034829333142941898, 0.0035368303989177286, 1.0224341437893187]]}",KS023,2019-12-08T17:40:33.601000,1.0,cortexlab,_iblrig_tasks_ephysChoiceWorld6.1.3
43,a92c4b1d-46bd-457e-a1f4-414265f0e2d4,f44d2056-644c-4769-a189-7efe67b0269d,-702.2,-2673.7,-313.0,5303.0,10.0,0.0,0.0,Micro-manipulator,probe00,Needles-Allen,2020-06-09T07:59:14.315700,,KS023,2019-12-08T17:40:33.601000,1.0,cortexlab,_iblrig_tasks_ephysChoiceWorld6.1.3
1152,c6d5cea7-e1c4-48e1-8898-78e039fabf2b,e018f54c-e404-4232-8cb3-119ac1b2c7f1,595.025390006179,1616.48469197785,-868.0,4884.32715355015,12.2123458935226,51.8545119287972,0.0,Ephys aligned histology track,probe00,IBL-Allen,2020-06-18T16:14:59.021446,"{'2020-06-18T16:15:00_Karolina_Socha': [[-1.0008044425708416, 0.0002577978723404267, 0.0009132234042553191, 0.00209513829787234, 0.0024926914893617018, 1.006310640517267], [-1.080268211416359, 0.00027210134537503095, 0.000977691489361776, 0.0022079574468085103, 0.0027129574468085097, 1.0861888734079015]]}",KS023,2019-12-11T12:41:14.326000,1.0,cortexlab,_iblrig_tasks_ephysChoiceWorld6.1.3
1157,cc45c568-c3b9-4f74-836e-c87762e898c8,6a22a5b4-79ec-4b3c-b023-1ec7b4a2b675,-592.614172293632,1577.80061885697,-868.0,3731.74908091695,16.3972891274941,132.718187586486,0.0,Ephys aligned histology track,probe01,IBL-Allen,2020-06-18T15:50:54.478909,"{'2020-06-18T15:50:55_Karolina_Socha': [[-1.0020524422161334, 0.0007413085106382966, 0.0014343404255319151, 0.0018694999999999996, 0.002089765957446808, 0.003567159574468086, 1.0055791370427556], [-0.9219193393090045, 0.0012037056065327123, 0.0016152662967071343, 0.002100510638297859, 0.0022670531914893628, 0.0037444468085106393, 0.9259657757461375]]}",KS023,2019-12-07T14:15:46.688000,1.0,cortexlab,_iblrig_tasks_ephysChoiceWorld6.1.3
1177,a4000c2f-fa75-4b3e-8f06-a7cf599b87ad,e8129a86-b5a9-4d2e-9e9c-09689c9bf0b3,-1267.66584619525,-2098.13072375187,107.0,6824.92408852263,10.7029024630659,4.00923188124469,0.0,Ephys aligned histology track,probe00,IBL-Allen,2020-06-28T21:26:07.804853,"{'2020-06-28T21:26:07_nate': [[-1.0003753646071463, 0.0012471968503937015, 0.0019868031496063, 0.0025196377952755905, 1.0070996297693364], [-1.0409757792539258, 0.0012312913385827962, 0.002034519685039371, 0.002551448818897638, 1.0478595264748096]], '2020-06-18T17:01:23_Karolina_Socha': [[-1.0003753646071463, 0.0002846595744680844, 0.0011442340425531915, 0.0012570531914893619, 0.0016546063829787226, 0.0019447127659574473, 0.002541042553191489, 0.0034919468085106383, 1.0070996297693364], [-0.8707257622177172, 0.0005944009229161829, 0.0012311822675912453, 0.0014188497811253669, 0.0017889148936169885, 0.0020521595744680834, 0.002535670212765957, 0.0033502615166229486, 0.8772223386532587]]}",KS023,2019-12-06T12:14:53.174000,1.0,cortexlab,_iblrig_tasks_ephysChoiceWorld6.1.3
72,a4000c2f-fa75-4b3e-8f06-a7cf599b87ad,adca9242-0725-41d4-8eb1-5655a464431d,-789.0,1072.0,0.0,4001.0,15.0,180.0,0.0,Micro-manipulator,probe01,Needles-Allen,2020-06-09T07:59:14.315700,,KS023,2019-12-06T12:14:53.174000,1.0,cortexlab,_iblrig_tasks_ephysChoiceWorld6.1.3
