,lab_name,subject_nickname,level_2,bias,threshold,lapselow,lapsehigh,easy_correct,zero_contrast,median_rt,mean_rt,easy_correct_perday,ntrials_perday
40,mainenlab,ZM_1220,0,0.10293431468135616,9.386795942694148,0.021605892803528398,0.023016438290921377,0.985981308411215,0.47478991596638653,0.43754999999998745,1.4296181730769213,[1.         0.97297297 0.98823529],[670 447 726]
41,mainenlab,ZM_1367,0,1.7965179867605618,14.848338947263468,0.007456790467756127,0.12370863672246672,0.9047619047619048,0.4463276836158192,0.26335000000003106,0.6276539677202386,[0.98636364 1.         0.88038278],[1034  752  834]
42,mainenlab,ZM_1369,0,-0.7915502092167391,12.2193372247929,0.018443374943339308,0.0716967602644076,0.9468599033816425,0.5343511450381679,0.3772499999999752,0.8899895953757242,[0.95505618 0.99275362 0.96078431],[704 518 592]
43,mainenlab,ZM_1371,0,-3.8112505110057335,11.698051226306342,0.04689025735021153,0.046411044080720165,0.9705882352941176,0.7112970711297071,0.266399999999976,1.260327074018878,[0.97902098 0.95973154 0.9609375 ],[621 639 515]
44,mainenlab,ZM_1372,0,5.2750082571790005,9.760441386692083,0.17666067886463396,0.04993160456784965,0.9602649006622517,0.3088803088803089,0.3664499999998725,0.8997032232070902,[0.88679245 0.90776699 0.91558442],[809 821 593]
45,mainenlab,ZM_1373,0,3.5752221403459004,11.64840829808663,0.11254557661370748,0.11469895211862795,0.8888888888888888,0.3533834586466165,0.28445000000002096,1.1274483870967738,[0.81443299 0.95973154 0.95035461],[833 626 509]
46,mrsicflogellab,IBL_002,0,0.7649342244308376,14.203823444907426,0.06253025363888934,0.1429158126549323,0.8797250859106529,0.4180602006688963,0.3170499999999947,0.9098448786039454,[0.90654206 0.93277311 0.9109589 ],[834 910 622]
47,wittenlab,ibl_witten_01,0,-6.760197083610722,5.739783893658728,0.047441067490285316,0.3819446785966075,0.5872093023255814,0.6622340425531915,1.1286999999999807,3.689884916522747,[0.60869565 0.8358209  0.91764706 0.712     ],[214 328 332 511]
48,wittenlab,ibl_witten_03,0,-1.750807465664462,19.468873694624726,0.08087915425863935,0.07787879731841613,0.9391727493917275,0.5375153751537516,0.3025000000000091,0.8827595280841173,[0.93680297 0.96797153 0.89694656],[1017 1053 1049]
49,wittenlab,ibl_witten_04,0,-2.3410303297865918,13.057127606817968,0.07557080213213796,0.019312547594711696,0.9875,0.5880398671096345,0.30310000000008586,1.9479769664903004,[0.97435897 0.9453125  0.97916667 0.96899225],[445 564 588 951]
50,wittenlab,ibl_witten_05,0,-3.6494558600000753,11.247091973576445,0.03591101687321989,0.17805854910580715,0.8652849740932642,0.5915841584158416,0.23620000000028085,0.45956526086956573,[0.9379845  0.85321101 0.97014925],[1079  958 1085]
51,wittenlab,ibl_witten_06,0,-3.7121270790503207,18.40271958382268,0.05192826932680315,0.00957588645636728,0.993801652892562,0.6157303370786517,0.1876999999999498,0.7880815671641794,[0.97597598 0.96474359 0.98983051],[1298 1235 1205]
52,wittenlab,ibl_witten_07,0,-1.5228383469864446,24.38205436570891,0.09104541456384241,0.1529131330552847,0.8583333333333333,0.5210084033613446,0.35380000000009204,2.194236996337,[0.88888889 0.86046512 0.94444444 0.88311688],[ 39 591  89 273]
